subject,20230526,20230527,20230528,cage
1.1,0.8974358974358975,0.9487179487179487,1.0,1
1.2,0.3076923076923077,0.5384615384615384,0.9230769230769231,1
1.3,0.02564102564102564,0.7692307692307693,0.9230769230769231,1
1.4,0.02564102564102564,0.7435897435897436,0.9487179487179487,1
