subject,20230526,20230527,20230528,cage
1.1,4.626410256410164,2.1635897435896387,1.8251282051281323,1
1.2,17.313589743589713,11.027948717948622,,1
1.3,24.153333333333332,6.816410256410196,,1
1.4,27.678857142857133,6.802051282051222,4.681794871794777,1
