subject,20230526,20230527,20230528,cage
1.1,4.357692307692225,2.0912820512819885,1.0469230769230269,1
1.2,17.299487179487148,9.989230769230668,2.9012820512819784,1
1.3,24.153333333333332,6.62333333333328,3.901025641025559,1
1.4,27.678857142857133,6.357692307692251,4.6443589743588785,1
