subject,20230526,20230527,20230528,cage
1.1,4.626410256410164,2.1635897435896387,1.8251282051281323,1
1.2,23.895128205128138,12.311794871794767,,1
1.3,57.93833333333331,6.816410256410196,,1
1.4,198.1514285714285,7.093333333333273,4.78948717948708,1
