subject,20230526,20230527,20230528,cage
2.1,20.13692307692297,9.102051282051212,5.8387179487178535,2
2.2,18.911538461538424,13.834999999999969,,2
2.4,19.789999999999985,12.358717948717889,5.814102564102486,2
