subject,20230526,20230527,20230528,cage
2.1,55.4976923076922,9.102051282051212,5.8387179487178535,2
2.2,34.96820512820504,19.47794117647053,,2
2.4,58.848333333333294,15.521538461538379,5.814102564102486,2
